Secao,Titulo,Descrição,Data
negocios,BuzzFeed demite 15% da força de trabalho e encerra divisão de notícias; ação desaba 20% em NY,"A BuzzFeed informou, nesta quinta-feira, 20, que demitirá cerca de 15% de sua força de trabalho e encerrará o BuzzFeed News como uma empresa autônoma, à medida que o fundador e CEO Jonah Peretti disse que a empresa enfrenta “mais desafios do que posso contar nos últimos anos.” O diretor de receita, Edgar Hernandez, e […]",20/04/2023 18:00
negocios,"Ibovespa tem leve alta em sessão de ajuste, mas registra queda semanal","Por Andre Romani SÃO PAULO (Reuters) – O Ibovespa fechou em leve alta nesta quinta-feira, antes de feriado de Tiradentes no Brasil, destoando de Wall Street, com certa correção após queda de mais de 2% na véspera. Apesar do desempenho positivo na sessão, o Ibovespa encerrou a semana no vermelho, diante, em especial, de preocupações […]",20/04/2023 17:56
negocios,Alphabet combinará unidades de pesquisa de inteligência artificial Google Brain e DeepMind,"(Reuters) – A Alphabet está unindo o Google Brain e o DeepMind, enquanto intensifica a pesquisa em inteligência artificial em sua corrida para competir com sistemas rivais como o chatbot ChatGPT, da OpenAI. A nova divisão será liderada pelo presidente-executivo da DeepMind, Demis Hassabis, e sua criação garantirá o “desenvolvimento ousado e responsável da inteligência […]",20/04/2023 17:55
negocios,Haddad promete ao varejo plano para adequar compras de plataformas asiáticas,"O ministro da Fazenda, Fernando Haddad, prometeu nesta quinta-feira a empresários do varejo que vai trabalhar em um plano de adequação das compras feitas em lojas de comércio eletrônico asiáticas. Um dos objetivos é assegurar que o imposto seja cobrado na transação. Ao deixar a audiência com Haddad no gabinete do ministério da Fazenda em […]",20/04/2023 17:48
negocios,Associação de minoritários faz pedido à CVM sobre 3R Petroleum,"Por Rodrigo Viga Gaier RIO DE JANEIRO (Reuters) – A Abradin, associação de acionistas minoritários de empresas de capital aberto, anunciou nesta quinta-feira que fez à Comissão de Valores Mobiliários (CVM) pedido de investigação citando supostas irregularidades na 3R Petroleum, que anunciou recentemente uma oferta de ações que derrubou o preço do papel. A Abradin […]",20/04/2023 17:37
negocios,Dólar à vista cai ante real com realização de lucros e influência do exterior,"Por Fabrício de Castro SÃO PAULO, 20 Abr (Reuters) – Após a forte alta da véspera, com investidores reagindo negativamente ao texto do novo arcabouço fiscal, o dólar fechou em baixa nesta quinta-feira, com a sessão conduzida por certa realização de lucros e pelo viés negativo da moeda norte-americana durante a tarde no exterior. O […]",20/04/2023 17:34
negocios,"Renault escolhe bancos para IPO da unidade de carros elétricos Ampere, diz fonte","Por Silvia Aloisi PARIS (Reuters) – A Renault escolheu o BNP Paribas, Goldman Sachs e JPMorgan entre os bancos de investimento destinados a trabalhar na listagem planejada de sua unidade de carros elétricos, a Ampere, disse uma fonte próxima ao assunto nesta quinta-feira. Os três bancos atuarão juntos como coordenadores globais na oferta pública inicial […]",20/04/2023 17:28
negocios,Shein anuncia que vai fabricar roupas no Brasil e prevê investir R$ 750 mi no País,"A varejista de moda chinesa Shein anunciou nesta quinta-feira, 20, que vai começar a fabricar suas roupas no Brasil, em um investimento que pode gerar 100 mil empregos em três anos. Inicialmente, deve gastar R$ 750 milhões para fornecer tecnologias e treinamento a fabricantes têxteis brasileiros. O anúncio acontece em meio a pressão de concorrentes […]",20/04/2023 17:21
negocios,Hotel de Trancoso aparece em lista dos 100 melhores do mundo; saiba qual,"Um hotel luxuoso brasileiro apareceu no ranking dos 100 melhores hotéis do mundo, segundo a revista Travel + Leisure. “O Fasano combinou seu estilo urbano característico com a vida descontraída à beira-mar, oferecendo 40 bangalôs modernos e luxuosos escondidos entre altas palmeiras e vegetação exuberante”, escreve a publicação que elegeu a unidade da franquia de […]",20/04/2023 17:12
negocios,Taxas dos contratos de DI caem em dia de ajuste após pessimismo com arcabouço,"Por Fabrício de Castro SÃO PAULO, 20 Abr (Reuters) – As taxas dos contratos futuros de juros recuaram nesta quinta-feira em toda curva a termo, em um movimento de ajuste após o forte avanço da véspera –quando investidores reagiram negativamente ao texto do novo arcabouço fiscal– e em meio ao recuo dos rendimentos dos Treasuries, […]",20/04/2023 16:56
negocios,BuzzFeed fechará divisão de notícias e demitirá 15% da equipe,"(Reuters) – O BuzzFeed disse que fechará sua divisão de notícias para consolidar seu conteúdo de notícias no HuffPost e reduzirá sua força de trabalho em 15%, fazendo com que as ações da empresa de mídia digital caíssem 10% nesta quinta-feira. A segunda rodada de demissões afetará 180 funcionários, incluindo equipes de negócios, conteúdo, tecnologia […]",20/04/2023 15:49
negocios,"Banco Inter pede que funcionários evitem cabelo sem corte, chulé, bolsa velha e roupa amassada","Telefone celular com capinha velha, acessórios sujos ou estragados, chulé e cabelo desarrumado. Esses são alguns dos itens listados pelo Banco Inter em cartilha compartilhada com funcionários que traz “dicas” de estilo e comportamento sugeridas durante o expediente. O documento, intitulado de “os inimigos da imagem”, reúne 14 normas para serem evitadas “a todo custo”. […]",20/04/2023 15:13
negocios,Shein promete investir R$750 mi para ter produção no Brasil,"SÃO PAULO (Reuters) – A marca de fast fashion chinesa Shein anunciou nesta quinta-feira que vai investir 750 milhões de reais no Brasil nos próximos anos para estabelecer uma rede com milhares de fabricantes do setor têxtil no país. A companhia, que anunciou também um marketplace para produtos e vendedores no Brasil, afirmou que pretende […]",20/04/2023 15:02
negocios,"16ª Vara Cível da capital de Alagoas determina bloqueio cautelar de R$ 1,1 bi da Braskem","A 16ª Vara Cível da capital de Alagoas determinou o bloqueio cautelar de aproximadamente R$ 1,1 bilhão em contas bancárias da Braskem. A medida está relacionada a ações ajuizadas contra a companhia sobre “eventos geológicos” ocorridos no estado, segundo comunicado ao mercado. O incidente ocorreu em 2018 quando um abalo sísmico na região deixou rachaduras […]",20/04/2023 14:51
negocios,Amazon lança programa para identificar e rastrear falsificadores,"Por Arriana McLymore NOVA YORK (Reuters) – A Amazon lançou o Anti-Counterfeiting Exchange (ACX), uma iniciativa para ajudar as lojas de varejo a rotular e rastrear produtos falsificados na plataforma como parte dos esforços da gigante do comércio eletrônico para reprimir a pirataria em sua plataforma, anunciou a empresa na quinta-feira. Os mercados online nos […]",20/04/2023 14:47
negocios,Yellen critica China por servir como “obstáculo” no processo de reestruturação da dívida,"Por Andrea Shalal WASHINGTON (Reuters) – Como maior credor bilateral oficial do mundo, a China deveria participar de um alívio significativo da dívida para os países que enfrentam problemas, mas o país serviu por muito tempo como um “obstáculo” para a ação necessária, disse a secretária do Tesouro dos Estados Unidos, Janet Yellen, em um […]",20/04/2023 14:46
negocios,"Custos e provisões da AmEx reduzem lucro, apesar de alta no uso do cartão de crédito","Por Siddarth S e Niket Nishant (Reuters) – O lucro da American Express ficou abaixo das estimativas de Wall Street nesta quinta-feira, apesar dos gastos mais altos de seus clientes, já que a gigante dos cartões de crédito reteve uma grande quantia para cobrir possíveis inadimplências e gastou mais em promoções. As ações da empresa […]",20/04/2023 14:46
negocios,Haddad diz que Shein pretende nacionalizar 85% das vendas nos próximos anos,"O ministro da Fazenda, Fernando Haddad, afirmou nesta quinta-feira, 20, que a e-commerce chinesa Shein pretende nacionalizar 85% de suas vendas em quatro anos, com produtos feitos no Brasil. O anúncio deve ser feito ainda nesta quinta pela Shein, adiantou o ministro, que se reuniu com a empresa no período da manhã. “Eles próprios vão […]",20/04/2023 14:36
negocios,Ações europeias fecham em baixa com balanços fracos; Tesla derruba montadoras,"Por Shreyashi Sanyal (Reuters) – As ações europeias fecharam em baixa pela segunda sessão consecutiva nesta quinta-feira, após balanços corporativos decepcionantes, enquanto montadoras recuaram depois dos fracos resultados trimestrais da Tesla, fabricante de veículos elétricos dos Estados Unidos. O índice pan-europeu STOXX 600 fechou em queda de 0,15%, a 467,43 pontos, enquanto a Nordic Semiconductor […]",20/04/2023 14:34
negocios,"BC da Argentina debaterá alta de juros, mas nenhuma decisão foi tomada, dizem fontes","Por Eliana Raszewski e Jorge Otaola e Walter Bianchi BUENOS AIRES (Reuters) – O conselho do banco central da Argentina debaterá um possível ajuste da taxa de juros em sua reunião semanal nesta quinta-feira, enquanto o país luta contra uma inflação anual de 104%, disseram quatro fontes próximas à instituição, embora nenhuma decisão tenha sido […]",20/04/2023 14:27
negocios,Coinbase obtém licença para operar nas Bermudas,"Por Elizabeth Howcroft LONDRES (Reuters) – A Coinbase, principal bolsa de criptomoedas dos Estados Unidos, disse que obteve uma licença para operar nas Bermudas, como parte de um esforço mais amplo de expansão global. A Coinbase obteve uma licença da Autoridade Monetária das Bermudas, que lhe permite operar como uma empresa de ativos digitais na […]",20/04/2023 13:48
negocios,"Haddad sobre e-commerce: governo seguirá países desenvolvidos, com imposto digital à empresa","O ministro da Fazenda, Fernando Haddad, afirmou nesta quinta-feira, 20, que o governo pretende solucionar a questão da taxação do e-commerce seguindo o exemplo de países desenvolvidos, com um imposto digital. O ministro também disse que a alternativa atende a sinalização do presidente da República, Luiz Inácio Lula da Silva, que pediu uma solução administrativa […]",20/04/2023 13:38
negocios,TSMC espera queda nas vendas do 2° tri,"Por Yimou Lee e Sarah Wu Taipé (Reuters) – A fabricante de chips TSMC, um importante fornecedor da Apple, prevê uma queda de 16% nas vendas para o segundo trimestre, à medida que os clientes lidam com um excesso de estoque, enquanto o enfraquecimento da economia global reduz as perspectivas de demanda. A maior fabricante […]",20/04/2023 13:17
negocios,Usiminas vê chance de margens mais apertadas no 2º tri,"SÃO PAULO (Reuters) – A Usiminas está vendo a possibilidade de “margens mais apertadas” no segundo trimestre, diante de um cenário de custos de matéria-prima em alta e uma demanda por aço pressionada por fatores como restrições ao crédito e juros elevados, disse o diretor financeiro, Thiago Rodrigues, nesta quinta-feira. “Em termos gerais, a gente […]",20/04/2023 13:12
negocios,Usiminas vê chance de margens mais apertadas no 2º tri,"SÃO PAULO (Reuters) -A Usiminas está vendo a possibilidade de “margens mais apertadas” no segundo trimestre, diante de um cenário de custos de matéria-prima em alta e uma demanda por aço pressionada por fatores como restrições ao crédito e juros elevados, disse o diretor financeiro, Thiago Rodrigues, nesta quinta-feira. “Em termos gerais, a gente não […]",20/04/2023 13:10
negocios,ONS eleva projeções de carga de energia e nível de reservatórios em abril,"SÃO PAULO (Reuters) – O Operador Nacional do Sistema Elétrico (ONS) elevou sua previsão para a carga nacional de energia em abril, ao mesmo tempo em que revisou para cima a estimativa para o nível dos principais reservatórios de hidrelétricas do país. Segundo boletim divulgado nesta quinta-feira, o ONS estima agora um crescimento de 0,3% […]",20/04/2023 13:05
negocios,Fazenda tem 153 projetos de PPPs no radar e vê interesse de bancos no modelo de garantia,"O Ministério da Fazenda calcula que existam 153 projetos de Parcerias Público-Privadas (PPPs) em fase de estruturação ou licitação pelo País. O governo federal vai passar a apoiar essas modelagens de Estados e municípios por meio de operações com garantia do Tesouro Nacional. Basicamente, a garantia poderá ser usada em aportes feitos nas PPPs para […]",20/04/2023 12:52
negocios,Startup vê queda de transferências para bancos tradicionais e crescimento de fintechs,SÃO PAULO (Reuters) – A startup Transfeera publicou nesta quinta-feira levantamento em que vê tendência de queda nas transferências de recursos para bancos tradicionais e avanço de fintechs na área no país. A análise da startup criada em 2017 envolveu quase 30 milhões de transações bancárias realizadas entre abril de 2017 e dezembro de 2022 […],20/04/2023 12:49
negocios,"Visco, do BCE, alerta para risco de aumentar demais os juros","LONDRES (Reuters) – O chefe do banco central italiano, Ignazio Visco, disse nesta quinta-feira que aumentar demais os juros da zona do euro é tão arriscado quanto não elevá-las o suficiente. “Alguns de meus colegas (no Banco Central Europeu) dizem que é melhor errar pelo lado de fazer demais”, disse Visco em palestra em Londres. […]",20/04/2023 12:45
negocios,Eletrobras propõe aporte de R$ 4 bi para adiantar dívidas de Santo Antônio Energia com bancos,"Em meio aos esforços da Eletrobras para capitalizar e reestruturar as dívidas de sua controlada indireta Santo Antônio Energia, responsável pela hidrelétrica de mesmo nome, a companhia planeja realizar uma operação envolvendo um aporte financeiro de R$ 4 bilhões para o pré-pagamento de dívidas e assumir o débito restante junto ao Banco Nacional de Desenvolvimento […]",20/04/2023 12:44
negocios,"Governo alemão aumentará levemente a previsão do PIB para 2023, dizem fontes","Por Holger Hansen BERLIM, 20 Abr (Reuters) – O governo alemão deve elevar ligeiramente sua previsão de crescimento econômico para este ano para 0,4%, ante 0,2% previsto anteriormente, disseram duas fontes à Reuters nesta quinta-feira. Para 2024, o governo reduzirá ligeiramente sua previsão, para 1,6%, ante 1,8% previsto em janeiro, disseram as fontes. As previsões […]",20/04/2023 12:37
negocios,C&A lança linha de maquiagem vegana,"A C&A acaba de lançar produtos beauty da empresa: a varejista criou a própria linha de maquiagens. Com preços que variam entre R$23,99 à R$79,99, a linha de maquiagem já está disponível em mais de 271 lojas da C&A, nas Áreas de Beleza, além do e-commerce e aplicativo da rede. Segundo varejista, a linha não […]",20/04/2023 12:35
negocios,"Nokia tem lucro abaixo do esperado, espera recuperação no 2º semestre","Por Supantha Mukherjee ESTOCOLMO (Reuters) – A Nokia publicou nesta quinta-feira lucro operacional de primeiro trimestre abaixo das expectativas do mercado e afirmou que está vendo sinais de desaceleração dos investimentos dos clientes. Entretanto, a companhia manteve suas previsões para o ano e afirmou que espera que a rentabilidade no segundo semestre seja mais forte […]",20/04/2023 12:32
negocios,"Shein vai nacionalizar 85% de suas vendas em 4 anos com produção no Brasil, diz Haddad","(Reuters) – O ministro da Fazenda, Fernando Haddad, disse nesta quinta-feira que a empresa de comércio eletrônico chinesa Shein vai nacionalizar 85% de suas vendas no país em quatro anos, com sua produção sendo feita no Brasil. “É uma coisa para nós muito importante também que eles vejam o Brasil não só apenas com uma […]",20/04/2023 12:25
negocios,Vendas de moradias usadas nos EUA retomam tendência de queda em março,"WASHINGTON (Reuters) – As vendas de moradias usadas nos Estados Unidos caíram em março, uma vez que a reversão nas taxas de hipoteca provavelmente afastou os compradores, mas há sinais preliminares de que a queda do mercado imobiliário está perto de chegar ao fim. As vendas de casas usadas caíram 2,4%, para uma taxa anual […]",20/04/2023 12:22
negocios,"Sigma realizará 1º embarque de lítio para processadora da coreana LG, diz CEO","Por Washington Alves ARAÇUAÍ, Minas Gerais (Reuters) – A Sigma Lithium Corp realizará seu primeiro embarque de lítio do Brasil para uma processadora da LG Energy Solution, disse à Reuters a CEO da mineradora, Ana Cabral-Gardner, em momento em que a companhia inicia as operações. A venda à empresa de baterias da sul-coreana LG também […]",20/04/2023 12:22
negocios,Lagarde diz que “ainda falta um pouco” sobre política monetária do BCE,"PARIS (Reuters) – A inflação na zona do euro está muito alta e a política monetária do Banco Central Europeu “ainda tem um certo caminho a percorrer” para levar a inflação de volta para sua meta de 2%, disse a presidente do BCE, Christine Lagarde, nesta quinta-feira. “Nossa política monetária obviamente deve empregar todas as […]",20/04/2023 12:19
negocios,Secretário do Tesouro diz que medidas de crédito não contaminam debate sobre política monetária,"SÃO PAULO (Reuters) – O secretário do Tesouro, Rogério Ceron, afirmou nesta quinta-feira que medidas de crédito apresentadas pelo governo não afetarão o atual debate sobre política monetária no Brasil. No total, o governo apresentou 13 medidas para estimular o setor de crédito e Parcerias Público-Privadas (PPPs) nesta quinta-feira. Segundo documento divulgado pelo Ministério da […]",20/04/2023 12:16
negocios,Governo deve anunciar em algumas semanas medidas para impulsionar PPPs em âmbito federal,"SÃO PAULO (Reuters) – O governo deve convocar em algumas semanas entrevista à imprensa para anunciar medidas visando impulsionar Parcerias Público-Privadas (PPPs) em âmbito federal, de acordo com o secretário do Tesouro, Rogério Ceron. “Haverá um grande impulso aos projetos de PPPs no âmbito do governo federal, mas isso é daqui a algumas semanas. O […]",20/04/2023 12:15
negocios,Musk diz que Tesla colocará crescimento das vendas à frente do lucro,"Por Akash Sriram e Hyunjoo Jin (Reuters) – O chefe da Tesla Elon Musk dobrou a guerra de preços que começou no final do ano passado, dizendo que a fabricante de veículos elétricos vai priorizar o crescimento das vendas antes do lucro em uma economia fraca. A empresa registrou sua margem bruta trimestral mais baixa […]",20/04/2023 11:52
negocios,"Starship, da SpaceX, explode 4 minutos após decolagem bem-sucedida","Após o cancelamento de segunda-feira passada, dia 17, a SpaceX conseguiu lançar o foguete Starship nesta quinta-feira, 20. Faltando um minuto para a abertura da janela, o diretor de voo pausou a contagem para a decolagem. Às 10h33 o foguete voou: dos 33 motores do foguete, cinco falharam. Quatro minutos depois da decolagem, o foguete […]",20/04/2023 11:33
negocios,"Governo ampliará setores com acesso a debêntures incentivadas, com foco ambiental e social","O governo Lula vai ampliar os setores que poderão acessar as debêntures incentivadas, que garantem isenção no imposto de renda. É uma das medidas anunciadas nesta quinta-feira, 20, para ampliar o grau de investimentos no País. Haverá uma alteração no decreto 8874/2026 para dispor sobre incentivo e financiamento de projetos de infraestrutura com benefícios ambientais […]",20/04/2023 11:28
negocios,Foguete não tripulado da Spacex explode quase 4 minutos após decolagem teste,"SÃO PAULO (Reuters) – A SpaceX lançou na quinta-feira seu foguete Starship pela primeira vez usando seu poderoso propulsor Super Heavy em um voo de teste não tripulado que terminou minutos depois com o veículo explodindo no céu. O foguete de dois estágios decolou das instalações de teste a leste de Brownsville, no Texas, para o […]",20/04/2023 11:27
negocios,"Banqueiros do Credit Suisse lutam para manter empregos no UBS, dizem fontes","Por Julie Zhu e Valentina Za e Scott Murdoch e Amy-Jo Crowley HONG KONG/LONDRES (Reuters) – Os negociadores do Credit Suisse, na esperança de garantir seus empregos após a aquisição de resgate pelo UBS, estão lutando para dissipar temores sobre um choque cultural e muitos ficarão desapontados, disseram fontes familiarizadas com as negociações à Reuters. […]",20/04/2023 11:13
negocios,Yellen pede relações econômicas “construtivas e justas” dos EUA com a China,"Por Andrea Shalal WASHINGTON (Reuters) – Os Estados Unidos buscam laços econômicos “construtivos e justos” com a China, mas protegerão seus interesses de segurança nacional e reagirão contra as ações da China para dominar concorrentes estrangeiros, disse a secretária do Tesouro dos EUA, Janet Yellen, em um discurso nesta quinta-feira. Em trechos divulgados pelo Tesouro, […]",20/04/2023 11:02
negocios,Gol conclui emissão de US$ 26 milhões em notes com vencimento em 2025 e 2026,"A Gol informou na manhã desta quinta-feira, 20, que, por meio de sua subsidiária GOL Finance, concluiu emissão adicional em um volume total de US$ 26 milhões de Senior Secured Amortzing Notes com remuneração de 5.00% e vencimento em 2026 (Série A) e Subordinated Secured Amortizing Notes com remuneração de 3.00% e vencimento em 2025 […]",20/04/2023 10:51
negocios,"Vale inicia obras de descaracterização da barragem Campo Grande, em Mariana (MG)","A Vale informou que as obras de descaracterização da barragem Campo Grande, localizada em Mariana (MG), começaram nesta quinta-feira (20). Com isso, seis das 18 estruturas alteadas a montante da Vale no Brasil que ainda passarão pelo processo já tiveram as obras iniciadas. Desde 2019, das 30 que usavam esse método de construção, 40% já […]",20/04/2023 10:50
negocios,Ibovespa oscila com dúvidas sobre arcabouço e pacote para crédito no radar,"SÃO PAULO (Reuters) – O principal índice do mercado acionário brasileiro operava nesta quinta-feira, último pregão da semana, perto do zero a zero, pressionado em parte por dúvidas sobre a tramitação do arcabouço fiscal apresentado na véspera e com anúncio de medidas do governo para incentivo ao crédito no radar. Os negócios também eram mediados […]",20/04/2023 10:41
negocios,Os criadores da realidade,"Endemol Shine Brasil, responsável pelos principais reality shows da TV brasileira, aposta na diversificação de formatos e plataformas.",20/04/2023 10:21
negocios,Secretário da Fazenda defende maior participação do mercado de seguros no crédito,"SÃO PAULO (Reuters) – O secretário de Reformas Econômicas do Ministério da Fazenda, Marcos Barbosa Pinto, afirmou nesta terça-feira que é preciso aumentar a participação do mercado de seguros no setor de crédito. “O mercado de seguros é muito importante, é um grande financiador de investimentos nos mercados envolvidos e a gente ainda tem aqui […]",20/04/2023 10:14
negocios,Secretário da Fazenda defende maior participação do mercado de seguros no crédito,"SÃO PAULO (Reuters) -O secretário de Reformas Econômicas do Ministério da Fazenda, Marcos Barbosa Pinto, afirmou nesta terça-feira que é preciso aumentar a participação do mercado de seguros no setor de crédito. “O mercado de seguros é muito importante, é um grande financiador de investimentos nos mercados envolvidos e a gente ainda tem aqui no […]",20/04/2023 10:13
negocios,Fazenda apresenta dois modelos de garantia da União em aportes e prestações de PPPs,"A equipe econômica divulgou detalhes nesta quinta-feira, 20, sobre como irá apoiar as Parcerias Público-Privadas (PPPs) de Estados e municípios por meio do Tesouro. Serão dois modelos. Um de garantia da União para o financiamento de aportes, que viabiliza operações de crédito para aplicação de recursos públicos do Estado ou município na PPP durante a […]",20/04/2023 10:12
negocios,Ibovespa abre estável com dúvidas sobre arcabouço e pacote para crédito no radar,"SÃO PAULO (Reuters) – A bolsa de valores de São Paulo abriu o último pregão da semana perto da estabilidade, pressionada em parte por dúvidas sobre a tramitação do arcabouço fiscal e com anúncio de medidas do governo para incentivo ao crédito no radar. Os negócios também eram mediados por mau humor no exterior, com […]",20/04/2023 10:11
negocios,"AO VIVO: Após falha, SpaceX irá tentar lançar Starship novamente nesta quinta; assista","A empresa de transporte espacial SpaceX, do bilionário Elon Musk, irá tentar novamente realizar o lançamento do veículo conhecido como Starship, foguete concebido pela companhia para levar astronautas a Marte. O lançamento estava marcado para segunda-feira (17), mas foi adiado por causa de um problema de pressurização. + Teste com foguete projetado para ir a […]",20/04/2023 10:06
negocios,"Dólar recua após salto da véspera, mas segue acima de R$5 e mira alta semanal","Por Luana Maria Benedito SÃO PAULO (Reuters) – O dólar recuava frente ao real nesta quinta-feira, em provável movimento de ajuste, mas longe de compensar o salto de mais de 2% da véspera, que impulsionou a moeda acima de 5 reais e a deixou a caminho de fechar a semana em forte alta, diante de […]",20/04/2023 09:30
negocios,Autoridade do BC da China diz que não há base para deflação de longo prazo,"PEQUIM (Reuters) – A recuperação na demanda do consumidor chinês precisa de tempo para acelerar devido ao “efeito cicatrizante” da Covid-19, mas não há base para qualquer deflação de longo prazo, disse uma autoridade do Banco do Povo da China nesta quinta-feira. Embora a segunda maior economia do mundo tenha registrado crescimento acima do esperado […]",20/04/2023 09:16
negocios,CNH Industrial anuncia que vai deixar Rússia,"A CNH Industrial anunciou nesta quarta-feira (19) que vai deixar a Rússia e vender seus ativos no país por um valor total de aproximadamente US$ 60 milhões. O anúncio ocorre após a companhia ter suspendido, em março do ano passado, a oferta de seus produtos naquele mercado. Até então, a CNH operava um escritório corporativo […]",20/04/2023 09:08
negocios,"BC do Japão está aberto a ajustar controle da curva em 2023 se força salarial se mantiver, dizem fontes","Por Leika Kihara TÓQUIO (Reuters) – O Banco do Japão está se inclinando à ideia de ajustar sua controversa política de controle de rendimentos de títulos ainda este ano, mas deve manter as configurações inalteradas na reunião da próxima semana, enquanto aguarda mais evidências de crescimento sustentado dos salários, disseram fontes. Kazuo Ueda preside sua […]",20/04/2023 08:59
negocios,"Usiminas anota lucro líquido de R$ 544 milhões no 1º trimestre, queda de 57% em um ano","A Usiminas registrou lucro líquido de R$ 544 milhões no primeiro trimestre de 2023, queda de 57% na comparação com o mesmo período de 2022, quando havia registrado lucro de R$ 1,263 bilhão. O Ebitda (lucro antes de juros, impostos, amortizações e depreciação) ajustado atingiu R$ 783 milhões, queda de 49,8% em relação a igual […]",20/04/2023 08:53
negocios,"American Express tem queda de 13% no lucro líquido no 1º trimestre, a US$ 1,816 bilhão","A American Express registrou lucro líquido de US$ 1,816 bilhão, no primeiro trimestre, uma queda de 13% em comparação com o lucro de US$ 2,099 bilhões de igual período do ano passado, informa a empresa em seu balanço divulgado nesta quinta-feira, 20. O lucro por ação diluído ficou em US$ 2,40, de US$ 2,73 anteriormente, […]",20/04/2023 08:43
mercado-digital,Twitter elimina símbolo de verificado de milhares de usuários,"Nem Donald Trump, nem Justin Bieber, e nem o papa Francisco foram poupados. Nesta quinta-feira (20), o Twitter começou a remover maciçamente o selo azul de verificado dos usuários que não aderiram ao programa Twitter Blue. O dono da rede social, Elon Musk, que pagou 44 bilhões de dólares pela companhia (cerca de R$ 235 […]",20/04/2023 22:17
mercado-digital,Megafoguete da SpaceX explode em primeiro voo de teste,"O maior foguete do mundo, Starship, desenvolvido pela empresa americana SpaceX para viagens à Lua e a Marte, explodiu nesta quinta-feira (20), logo após a decolagem. Seu primeiro voo de teste, no entanto, foi celebrado pelo dono da empresa, Elon Musk, que prevê um novo lançamento nos próximos meses. O megafoguete preto e prateado decolou […]",20/04/2023 20:36
mercado-digital,Usuários reclamam que não conseguem acessar Microsoft 365,"O Microsoft 365, serviço por assinatura da companhia que disponibiliza os principais softwares do antigo Office na nuvem, está com instabilidades desde a manhã desta quinta-feira (20). Os primeiros relatos no DownDetector foram feitos pouco antes das 10h, mas seguem em nível alto, alcançando um pico de 137 notificações às 11h43. Dentre os problemas, os […]",20/04/2023 15:05
mercado-digital,Foguete Starship da SpaceX explode durante seu 1º voo de teste,"O foguete Starship, o maior do mundo desenvolvido pela empresa americana SpaceX para viagens à Lua e a Marte, explodiu durante seu primeiro voo de teste, mas foi celebrado pelo dono da empresa, Elon Musk, que prevê um novo lançamento “dentro de alguns meses”. O gigantesco foguete decolou com sucesso, às 8h33 locais (10h33 em […]",20/04/2023 13:20
mercado-digital,Primeiro filme gravado no espaço estreia na Rússia,"O primeiro filme de ficção gravado em órbita estreou nos cinemas russos nesta quinta-feira (20), cujo título, “Vizov” (“The Challenge”, em inglês), simboliza a corrida espacial entre Moscou e Washington. Para filmar o longa-metragem, que conta a história de uma cirurgiã enviada à Estação Espacial Internacional (ISS) para operar um cosmonauta ferido, uma atriz e […]",20/04/2023 07:08
mercado-digital,Alibaba entra no hype da IA,"Entrando no hype de outras empresas chinesas de tecnologia, incluindo Baidu, Tencent e NetEase, a gigante de tecnologia Alibaba lançou seu modelo de linguagem baseado em inteligência artificial, o Tongyi Qianwen, com o objetivo de concorrer com outros chatbots, como o ChatGPT. O produto será implantado inicialmente no aplicativo de mensagens de trabalho da empresa, […]",20/04/2023 03:40
mercado-digital,Papo Digital,"Para Caetano Lacerda, CEO da Barte, o ChatGPT deve revolucionar os atendimentos interpessoais nas fintechs, entre outras atividades. Confira na entrevista: Vocês estão realizando testes com o ChatGPT? Fizemos vários testes, e estamos percebendo que essa tecnologia pode alavancar as operações das fintechs de forma bastante segura e controlada. Qual a grande vantagem desse modelo? […]",20/04/2023 03:40
mercado-digital,Cibersegurança ainda é um desafio,"O prejuízo causado por crimes cibernéticos deve chegar a US$ 8 trilhões em 2023, tornando o cibercrime a terceira maior economia do mundo. Dados da Cybersecurity Ventures mostram que esses crimes terão crescimento de cerca de 15% até 2025. O armazenamento e o processamento de dados baseados na nuvem podem trazer ameaças à segurança das […]",20/04/2023 03:35
mercado-digital,Os investimentos dos CIOs,"Relatório da consultoria de tecnologia Gartner aponta para onde está indo o dinheiro dos investimentos em tecnologia nas empresas, segundo seus diretores de tecnologia. Fabio X (Nota publicada na edição 1321 da Revista Dinheiro)",20/04/2023 03:30
mercado-digital,Eclipse solar total encanta observadores no Pacífico,"Astrônomos profissionais e amadores em todo o sul do Pacífico usaram óculos de proteção especiais para observar ao eclipse solar desta quinta-feira (20), no qual a Lua cobriu o Sol por cerca de um minuto, em alguns locais, completamente. Partes da Austrália, Indonésia e Timor-Leste viram momentos de escuridão em plena luz do dia devido […]",20/04/2023 02:30
mercado-digital,Dell cresce com ajustes,"Após normalização de resultados, gigante americana de tecnologia investe em cibersegurança e supercomputação. mas avanços não evitam cortes de 6,6 mil funcionários.",20/04/2023 01:00
mercado-digital,Gripe aviária: vírus em homem no Chile tem mutações com adaptação a mamíferos,"Cientistas encontraram duas mutações em amostras do vírus da gripe aviária no homem chileno internado em março. Os estudos indicam que há adaptação do vírus em mamíferos. As informações são do Centro de Controle e Prevenção de Doenças (CDC) do país e foram divulgadas na semana passada, porém, os cientistas afirmam que o risco de […]",19/04/2023 22:30
