Secao,Titulo,Descrição,Data
economia,"EUA enviarão tropas ao Djibuti para eventual desocupação de embaixada no Sudão, diz autoridade","WASHINGTON (Reuters) – Os Estados Unidos estão se preparando para enviar um grande número de tropas adicionais para sua base em Djibuti no caso de uma eventual retirada de cidadãos norte-americanos do Sudão, disse uma autoridade norte-americana nesta quinta-feira, quando novos conflitos armados irromperam. O funcionário, falando sob condição de anonimato, se recusou a dar […]",20/04/2023 17:40
economia,"Colheita de soja 22/23 atinge 54% da área no RS, diz Emater; alerta para novos cortes","SÃO PAULO (Reuters) – A colheita de soja 2022/23 alcançou 54% das áreas cultivadas no Rio Grande do Sul, avanço semanal de 22 pontos percentuais, informou nesta quinta-feira a Emater-RS, sinalizando que ainda pode reduzir neste mês sua projeção sobre os rendimentos das lavouras, que foram afetadas anteriormente por uma seca. Em março, a empresa […]",20/04/2023 17:39
economia,BC defende uso da TR para corrigir FGTS; governo alega impacto na empregabilidade,"O procurador Erasto Villaverde Carvalho Filho, que representou o Banco Central no julgamento sobre a correção do Fundo de Garantia do Tempo de Serviço (FGTS) no Supremo Tribunal Federal (STF), defendeu a continuidade do uso da Taxa Referencial (TR) para a atualização dos valores vinculados ao fundo. O Banco Central é a instituição responsável por […]",20/04/2023 17:34
economia,Shein anuncia que vai fabricar roupas no Brasil e prevê investir R$ 750 mi no País,"A varejista de moda chinesa Shein anunciou nesta quinta-feira, 20, que vai começar a fabricar suas roupas no Brasil, em um investimento que pode gerar 100 mil empregos em três anos. Inicialmente, deve gastar R$ 750 milhões para fornecer tecnologias e treinamento a fabricantes têxteis brasileiros. O anúncio acontece em meio a pressão de concorrentes […]",20/04/2023 17:21
economia,DeSantis assina projeto de lei para facilitar aplicação de pena de morte na Flórida,"Por Tyler Clifford (Reuters) – O governador da Flórida, Ron DeSantis, assinou um projeto de lei nesta quinta-feira encerrando uma exigência de que os júris precisam votar por unanimidade para recomendar a pena de morte antes que um juiz em um julgamento de crime capital possa sentenciar um réu à morte. O governador republicano, que […]",20/04/2023 15:57
economia,Justiça determina que MST desocupe fazenda da Embrapa em Pernambuco,"A Justiça Federal em Pernambuco determinou que o Movimento dos Trabalhadores Rurais Sem Terra (MST) desocupe uma fazenda pertencente à Empresa Brasileira de Pesquisa Agropecuária (Embrapa), localizada em Petrolina (PE). Em sua decisão, desta quarta-feira (19), a juíza federal Danielli Farias Rabelo Leitão Rodrigues estabelece que os cerca de 600 integrantes do movimento que estão na propriedade […]",20/04/2023 15:49
economia,"Fed está mais perto que do que longe, diz dirigente, sobre fim do ciclo de aperto monetário","A presidente do Federal Reserve (Fed, o banco central norte-americano) de Cleveland, Loretta Mester, disse que o banco central está mais perto do que longe de chegar ao fim do ciclo de aperto monetário. “O Fed percorreu um longo caminho no aperto à política monetária”, declarou, em coletiva de imprensa nesta quinta. Loretta Mester disse […]",20/04/2023 15:44
economia,Opas inicia negociações com farmacêutica Takeda sobre preços de vacinas contra a dengue,"(Reuters) – A Organização Pan-Americana da Saúde (Opas) está em negociações preliminares com a farmacêutica japonesa Takeda sobre possíveis encomendas de sua vacina contra a dengue, disse o diretor da organização nesta quinta-feira, embora a instituição ainda não tenha decidido se recomendará o imunizante. “Os dados são realmente muito impressionantes”, disse o diretor da Opas, Jarbas […]",20/04/2023 15:41
economia,Rabobank reduz safra de café do Brasil após corte na previsão para arábica,"Por Roberto Samora SÃO PAULO (Reuters) – A safra de café do Brasil na temporada 2023/24 foi estimada em 66 milhões de sacas de 60 kg, com um corte de 1,1 milhão de sacas ante a previsão anterior, após expectativa de menores produtividades em áreas de arábica de Minas Gerais, afirmou o Rabobank nesta quinta-feira. […]",20/04/2023 15:35
economia,"IGC eleva projeção da safra global 2022/23 de grãos, para 2,252 bilhões de toneladas","O Conselho Internacional de Grãos (IGC, na sigla em inglês) aumentou sua previsão de produção global de grãos na temporada 2022/23, para 2,252 bilhões de toneladas, ante 2,250 bilhões de toneladas da previsão divulgada em março, principalmente por causa da expectativa de aumento da produção de trigo, justificou o IGC. No entanto, caso confirmado, o […]",20/04/2023 15:18
economia,"Banco Inter pede que funcionários evitem cabelo sem corte, chulé, bolsa velha e roupa amassada","Telefone celular com capinha velha, acessórios sujos ou estragados, chulé e cabelo desarrumado. Esses são alguns dos itens listados pelo Banco Inter em cartilha compartilhada com funcionários que traz “dicas” de estilo e comportamento sugeridas durante o expediente. O documento, intitulado de “os inimigos da imagem”, reúne 14 normas para serem evitadas “a todo custo”. […]",20/04/2023 15:13
economia,BC pede projeções mensais de núcleos e de fiscal de longo prazo em pesquisa pré-Copom,"O Banco Central (BC) pediu projeções mensais de núcleos de inflação e estimativas fiscais de longo prazo na pesquisa pré-Copom de maio. O encontro será nos dias 2 e 3 do mês que vem. Na quarta-feira, 19, o presidente do BC, Roberto Campos Neto, afirmou que a inflação brasileira tem diminuído, mas que os núcleos, […]",20/04/2023 14:40
economia,Haddad diz que Shein pretende nacionalizar 85% das vendas nos próximos anos,"O ministro da Fazenda, Fernando Haddad, afirmou nesta quinta-feira, 20, que a e-commerce chinesa Shein pretende nacionalizar 85% de suas vendas em quatro anos, com produtos feitos no Brasil. O anúncio deve ser feito ainda nesta quinta pela Shein, adiantou o ministro, que se reuniu com a empresa no período da manhã. “Eles próprios vão […]",20/04/2023 14:36
economia,Fazenda anuncia medidas para desburocratizar concessão de crédito,"O secretário de Reformas Econômicas do Ministério da Fazenda, Marcos Barbosa Pinto, anunciou nesta quinta-feira, 20, medidas para desburocratizar a concessão de crédito, com a dispensa de documentos, além de simplificar o processo para a emissão de debêntures. “Estamos simplificando bastante o processo de emissão das debêntures. A lei criou procedimentos burocráticos”, disse Pinto, segundo […]",20/04/2023 14:22
economia,Publicação digital BuzzFeed News vai encerrar suas atividades nos EUA,"A publicação digital BuzzFeed News, símbolo da nova imprensa na Internet, vai encerrar suas atividades, no âmbito de um plano de ajustes, anunciou o diretor da BuzzFeed, Jonah Peretti, nesta quinta-feira (20), em uma nota interna, à qual a AFP teve acesso. “Estamos reduzindo nosso quadro de funcionários em cerca de 15% hoje… e iniciando […]",20/04/2023 14:15
economia,"Vendas de café do Brasil ganham ritmo com início da colheita e preços melhores, diz Safras","SÃO PAULO (Reuters) – As vendas de café brasileiro do ciclo 2023/24 ganharam ritmo com o início da colheita de grãos conilon e pela alta nos preços, apontou nesta quinta-feira a consultoria Safras & Mercado, estimando que os produtores tinham vendido 23% do potencial da produção nacional até o último dia 17 de abril. Em […]",20/04/2023 13:58
economia,Dirigente do Fed prevê juros em nível superior a 5% por algum tempo nos EUA,"A presidente da distrital do Federal Reserve (Fed, o banco central norte-americano) em Cleveland, Loretta Mester, afirmou, nesta quinta-feira, 20, que a autoridade monetária terá que aumentar juros ao pico superior a 5% e mantê-lo nesse nível por algum tempo. Atualmente, a taxa básica está na faixa entre 4,75% e 5,00%. Em discurso em Ohio, […]",20/04/2023 13:58
economia,"Haddad sobre e-commerce: governo seguirá países desenvolvidos, com imposto digital à empresa","O ministro da Fazenda, Fernando Haddad, afirmou nesta quinta-feira, 20, que o governo pretende solucionar a questão da taxação do e-commerce seguindo o exemplo de países desenvolvidos, com um imposto digital. O ministro também disse que a alternativa atende a sinalização do presidente da República, Luiz Inácio Lula da Silva, que pediu uma solução administrativa […]",20/04/2023 13:38
economia,"Shein vai nacionalizar 85% das vendas em 4 anos com produção no Brasil, diz Haddad","(Reuters) – O ministro da Fazenda, Fernando Haddad, disse nesta quinta-feira que a empresa de comércio eletrônico chinesa Shein vai nacionalizar 85% das vendas no país em quatro anos, com produção de bens passando a ser feita no Brasil. A Shein também se comprometeu, em reunião de executivos da empresa com o ministro nesta manhã, […]",20/04/2023 13:30
economia,"Crédito imobiliário do SBPE sobe 17,6% em 1 ano e atinge R$ 17,4 bi em março, diz Abecip","Os financiamentos imobiliários com recursos das cadernetas do Sistema Brasileiro de Poupança e Empréstimo (SBPE) somaram R$ 17,4 bilhões em março de 2023, um aumento de 17,6% ante o registrado um ano antes. Na comparação com fevereiro, o crescimento foi de 66,4%, informou a Associação Brasileira das Entidades de Crédito Imobiliário e Poupança (Abecip). No […]",20/04/2023 13:27
economia,"Relator do PL do arcabouço fiscal será deputado Cláudio Cajado, do PP, anuncia Lira","Por Ricardo Brito BRASÍLIA (Reuters) – O relator do projeto de lei complementar que trata da nova regra fiscal para o país será o deputado Cláudio Cajado, do PP da Bahia, anunciou o presidente da Câmara, Arthur Lira (PP-AL), em sua conta no Twitter. “Com a celeridade que o país exige, informo que o relator […]",20/04/2023 13:12
economia,Fazenda tem 153 projetos de PPPs no radar e vê interesse de bancos no modelo de garantia,"O Ministério da Fazenda calcula que existam 153 projetos de Parcerias Público-Privadas (PPPs) em fase de estruturação ou licitação pelo País. O governo federal vai passar a apoiar essas modelagens de Estados e municípios por meio de operações com garantia do Tesouro Nacional. Basicamente, a garantia poderá ser usada em aportes feitos nas PPPs para […]",20/04/2023 12:52
economia,Presidente de Uganda consulta parlamentares sobre projeto de lei anti-LGBTQ,"KAMPALA (Reuters) – O presidente de Uganda, Yoweri Museveni, se reuniu com parlamentares de seu partido nesta quinta-feira para discutir um projeto de lei anti-LGBTQ rígido antes do prazo para sancionar, vetar ou enviar a medida de volta ao Parlamento para revisões. Ativistas de direitos humanos e o governo dos Estados Unidos dizem que o […]",20/04/2023 12:48
economia,França quer restrição a produtos de áreas desmatadas no acordo UE-Mercosul,A negociação para um acordo comercial entre União Europeia (UE) e Mercosul deve levar em consideração a lei contra a importação de produtos de áreas desmatadas aprovada pelo Parlamento Europeu na quarta-feira (19) – afirmou a França nesta quinta (20). “Todos os acordos comerciais da União Europeia devem levar em consideração o respeito das normas […],20/04/2023 12:45
economia,Eletrobras propõe aporte de R$ 4 bi para adiantar dívidas de Santo Antônio Energia com bancos,"Em meio aos esforços da Eletrobras para capitalizar e reestruturar as dívidas de sua controlada indireta Santo Antônio Energia, responsável pela hidrelétrica de mesmo nome, a companhia planeja realizar uma operação envolvendo um aporte financeiro de R$ 4 bilhões para o pré-pagamento de dívidas e assumir o débito restante junto ao Banco Nacional de Desenvolvimento […]",20/04/2023 12:44
economia,STF julga ação que pode flexibilizar fim da contribuição sindical obrigatória,"O Supremo Tribunal Federal (STF) julga em plenário virtual, até a próxima segunda-feira, 24, se todos os empregados, sindicalizados ou não, são obrigados a pagar contribuição assistencial prevista em acordo coletivo. Os ministros julgam recurso de entidades sindicais contra decisão da Corte de 2017 que determinou que essa obrigação abrange apenas funcionários filiados ao sindicato […]",20/04/2023 12:35
economia,Advogados do ex-presidente peruano Toledo tentam impedir extradição nos EUA,"WASHINGTON (Reuters) – Advogados do ex-presidente peruano Alejandro Toledo entraram com pedido de estadia emergencial em um tribunal federal dos Estados Unidos nesta quinta-feira para impedir sua extradição ao Peru, onde ele enfrenta acusações de corrupção. Os advogados argumentaram no início da manhã que a suspensão de sua detenção e extradição é “necessária para evitar […]",20/04/2023 12:32
economia,Biden anuncia US$ 500 milhões para Fundo Amazônia nos próximos 5 anos,"Por Lisandra Paraguassu e Jeff Mason BRASÍLIA/WASHINGTON (Reuters) – O presidente dos Estados Unidos, Joe Biden, anunciou nesta quinta-feira que pretende aplicar 500 milhões de dólares no Fundo Amazônia nos próximos cinco anos, durante o Fórum Virtual de Grandes Economias sobre Clima e Energia, do qual o Brasil participa. Um funcionário de alto escalão do […]",20/04/2023 12:29
economia,"Vendas de moradias usadas nos EUA caem 2,4% em março ante fevereiro","As vendas de moradias usadas nos Estados Unidos recuaram 2,4% em entre fevereiro e março, para uma taxa anual ajustada sazonalmente 4,44 milhões, informou nesta quinta-feira, 20, a Associação Nacional de Corretoras (NAR, na sigla em inglês). Analistas ouvidos pelo Wall Street Journal previam queda menor, de 2,0%, ao nível de 4,49 milhões. Fonte: Dow […]",20/04/2023 12:23
negocios,Wall St registra leve ganho antes de semana de resultados importantes,"Por Lewis Krauskopf e Sruthi Shankar e Ankika Biswas (Reuters) – Os principais índices de ações dos Estados Unidos fecharam com ganhos mínimos nesta sexta-feira, após resultados trimestrais mistos, com os investidores avaliando como dados econômicos conflitantes podem influenciar as taxas de juros e antecipando uma semana cheia de relatórios corporativos. Uma pesquisa mostrou nesta […]",21/04/2023 18:36
negocios,Epic Games anuncia compra do estúdio brasileiro Aquiris,"A desenvolvedora de jogos Epic Games anunciou nesta quarta-feira (19) a compra do estúdio brasileiro Aquiris, que já havia recebido investimentos da empresa no início de 2022. Como resultado da aquisição, a Aquiris passará a se chamar Epic Games Brasil, o primeiro estúdio da Epic na América Latina. Fundada em 2007, a Aquiris se tornou […]",21/04/2023 17:20
negocios,"Reguladores financeiros dos EUA vão endurecer regras sobre empresas não bancárias, avaliação de risco","Por David Lawder WASHINGTON (Reuters) – O Conselho de Supervisão de Estabilidade Financeira (FSOC, na sigla em inglês) propôs nesta sexta-feira diretrizes para facilitar a designação de instituições financeiras não bancárias para supervisão regulatória e novos procedimentos para melhor identificar e responder aos riscos do sistema financeiro. O conselho multirregulador encarregado de supervisionar os riscos […]",21/04/2023 17:01
negocios,Autoridade de sanções dos EUA discute atuação do banco austríaco Raiffeisen na Rússia,"VIENA (Reuters) – Um alto funcionário de sanções dos Estados Unidos teve uma reunião com o Raiffeisen Bank International em Viena, esta semana, para discutir os negócios do banco na Rússia e enfatizou a importância de manter os canais de pagamento abertos para algumas transações, disseram os Estados Unidos nesta sexta-feira. O RBI RBIV.VI da […]",21/04/2023 16:10
negocios,Credit Suisse: investidores questionam cancelamento de US$ 17 bilhões em bônus,"Detentores de bônus do Credit Suisse iniciaram um processo legal na Suíça questionando a decisão de reguladores de dar baixa contábil em US$ 17 bilhões em dívida, como parte da aquisição do banco pelo UBS no mês passado. Investidores que detêm cerca de 4,5 bilhões em francos suíços da dívida cancelada do Credit Suisse querem […]",21/04/2023 15:36
negocios,Júri da Califórnia conclui que sistema de direção autônoma da Tesla não falhou em acidente,"Por Hyunjoo Jin e Dan Levine e Abhirup Roy LOS ANGELES (Reuters) – O júri de um tribunal estadual da Califórnia concedeu na sexta-feira uma vitória esmagadora à Tesla Inc TSLA.O, concluindo que o recurso de direção autônoma da montadora não falhou em funcionar com segurança no que parece ser o primeiro julgamento relacionado a […]",21/04/2023 15:31
negocios,"JHSF: vendas em incorporação recuam 25,7% no 1º trimestre e somam R$ 239,1 milhões","A JHSF divulgou nesta sexta-feira, 21, a prévia operacional do primeiro trimestre de 2023, quando as vendas contratadas no segmento de incorporação recuaram 25,7% em relação às realizadas mesmo período do ano anterior, e somaram R$ 239,1 milhões. As vendas consolidadas dos shoppings da companhia cresceram 14,7% de janeiro a março ante igual etapa de […]",21/04/2023 15:31
negocios,Coteminas anuncia parceria com a Shein para produção no Brasil,A Companhia de Tecidos Norte de Minas (Coteminas) anunciou a assinatura de um memorando de entendimentos com a Shein. O memorando prevê que 2 mil dos clientes confeccionistas da empresa passem a ser fornecedores da Shein para atender os mercados doméstico e da América Latina. A parceria também abrange o financiamento para capital de trabalho […],21/04/2023 15:08
negocios,"EUA compram soja brasileira após queda de preço, mostram dados de agência marítima","Por Ana Mano SÃO PAULO (Reuters) – Uma queda nos preços da soja brasileira aumentou a atratividade da oleaginosa nacional, com pelo menos dois navios transportando um total de 79.150 toneladas do produto para os Estados Unidos nos próximos dias, de acordo com os dados de uma agência marítima. O CS Satira, afretado pela The […]",21/04/2023 14:57
negocios,Chile planeja estatizar indústria de lítio do país,"Por Alexander Villegas e Ernest Scheyder SANTIAGO (Reuters) – O presidente do Chile, Gabriel Boric, disse nesta quinta-feira que vai nacionalizar a indústria de lítio do país, o segundo maior produtor mundial do metal essencial para baterias de veículos elétricos, para impulsionar sua economia e proteger seu meio ambiente. O movimento de choque no país […]",21/04/2023 14:52
negocios,Ações europeias terminam quinta semana em alta,"Por Shreyashi Sanyal (Reuters) – As ações europeias fecharam em alta nesta sexta-feira, com fortes ganhos trimestrais impulsionando as ações da SAP e da EssilorLuxottica, compensando a queda nas mineradoras. O índice pan-europeu STOXX 600 subiu 0,4%, registrando sua quinta semana consecutiva de ganhos. A fabricante de software empresarial SAP SE saltou 5,2% para seu […]",21/04/2023 14:39
negocios,EUA: reguladores propõem fortalecer supervisão de áreas não bancárias do setor financeiro,"O Conselho de Estabilidade Financeira (FOSC, na sigla em inglês) dos Estados Unidos revelou, nesta sexta-feira, uma proposta para fortalecer os instrumentos de supervisão das áreas não bancárias do setor financeiro. O pacote regulatório foi aprovado de forma unânime pelos integrantes do Conselho e será submetido à consulta pública por 60 dias. A reforma busca […]",21/04/2023 14:28
negocios,Atividade empresarial nos EUA sobe para máxima de 11 meses em abril,"WASHINGTON (Reuters) – A atividade empresarial nos Estados Unidos acelerou para o nível mais alto em 11 meses em abril, de acordo com uma pesquisa nesta sexta-feira, que ficou em desacordo com os sinais crescentes de que a economia está em perigo de entrar em recessão à medida que as taxas de juros mais altas […]",21/04/2023 13:20
negocios,Agenda de Lula no dia 24 em Portugal será reservada a negócios e assinatura de acordos,"A agenda de segunda-feira, dia 24, do presidente Luiz Inácio Lula da Silva em Portugal será praticamente toda reservada aos negócios. Logo cedo, o presidente vai deslocar-se de Lisboa para Matosinhos, cidade próxima ao Porto, no Norte do país, onde ocorrerá o Fórum Empresarial Portugal-Brasil. O evento, previsto para começar às 10h, deve reunir cerca […]",21/04/2023 13:16
negocios,Recuperação da zona do euro ganha ritmo inesperadamente em abril,"(Reuters) – A recuperação econômica da zona do euro ganhou ritmo inesperadamente neste mês, uma vez que o setor de serviços, dominante no bloco, viu uma demanda já aquecida crescer, mais do que compensando o aprofundamento da desaceleração na manufatura, mostraram pesquisas. O Índice de Gerentes de Compras Composto (PMI) do HCOB, compilado pela S&P […]",21/04/2023 13:04
negocios,Chile anuncia plano para nacionalizar produção de lítio,"O presidente do Chile, Gabriel Boric, anunciou um plano nesta quinta-feira, 20, para exigir que empresas privadas aceitem o governo do Chile como parceiro na extração de lítio, que tem alta demanda em todo o mundo para uso em baterias elétricas. Boric afirmou que o Estado participará de todo o ciclo de produção de lítio […]",21/04/2023 12:48
negocios,"Congresso deve fazer alterações, mas essência do arcabouço fiscal será mantida, diz Pacheco","LONDRES (Reuters) – O presidente do Senado, Rodrigo Pacheco, afirmou nesta sexta-feira que o Congresso poderá fazer mudanças na proposta de arcabouço fiscal enviada pelo Executivo esta semana, mas que a essência do projeto será mantida e isso não atrasará a tramitação. “Temos melhorias que podem ser feitas, mas acredito que o governo poderá manter […]",21/04/2023 12:45
negocios,Autoridade antitruste da Itália age contra Meta,"MILÃO (Reuters) – A autoridade antitruste da Itália disse nesta sexta-feira que tomou medidas contra a Meta Platform por um suposto abuso de sua posição no país, em uma investigação envolvendo os direitos de músicas postadas nas plataformas do grupo. Meta, o grupo americano dono do Facebook, WhatsApp e Instagram, não conseguiu no mês passado […]",21/04/2023 11:23
negocios,P&G supera expectativas de lucro e receita no 3º trimestre fiscal,"A Procter & Gamble (P&G) divulgou nesta sexta-feira, 21, que teve lucro líquido de US$ 3,4 bilhões em seu terceiro trimestre fiscal (encerrado em março), valor 2% maior do que o ganho de igual período do ano passado. O lucro ajustado por ação ficou em US$ 1,37, acima da previsão de analistas consultados pela FactSet, […]",21/04/2023 09:21
negocios,"Dívida da Oi sobe para R$ 44,3 bilhões, alta de 1,4%","A Oi protocolou a sua lista atualizada de credores dentro do seu segundo processo de recuperação judicial. Os documentos trouxeram uma atualização no valor concursal da dívida, que subiu de R$ 43,7 bilhões para R$ 44,3 bilhões, portanto, acréscimo de aproximadamente R$ 600 milhões, ou 1,4%. O Estadão/Broadcast (sistema de notícias em tempo real do […]",21/04/2023 08:29
negocios,"Gramado Parks, dona do Snowpark, entra em recuperação judicial","A Justiça do Rio Grande do Sul aceitou o pedido de recuperação judicial de três empresas do Grupo Gramado Parks, dona do parque temático Snowpark e Acquamotion, em Gramado (RS). As dívidas dos três negócios da companhia envolvidos na recuperação (GPV, ARC Rio e BPQ) somam R$ 452 milhões. Na decisão, o juiz Silvio Viezzer, […]",21/04/2023 08:24
negocios,"OMC, Banco Mundial e Fórum Econômico Mundial lançam iniciativa unindo comércio e clima","A Organização Mundial do Comércio (OMC), o Banco Mundial e o Fórum Econômico Mundial lançaram nesta quinta-feira (21) uma iniciativa conjunta, com o objetivo de fornecer análises personalizadas de comércio e crise climática. Nomeado “Ação sobre Clima e Comércio” (ACT), o projeto terá como foco ajudar economias em desenvolvimento a atingir metas de mitigação climática.",21/04/2023 07:10
negocios,Petrobras aprova 3 indicações para Transpetro,"A Petrobras informou nesta quinta-feira, 20, que sua diretoria executiva, em reunião realizada hoje, aprovou três indicações para a Transpetro: Sergio Hermes Martello Bacci para presidir a empresa, Fernando Mascarenhas Cavalcanti de Barros para diretor Financeiro e Jones Alexandre Barros Soares para diretor de Transporte Marítimo, Dutos e Terminais. As indicações estão sujeitas à eleição […]",20/04/2023 22:09
negocios,"Rumo aprova avaliação de potencial proposta de reorganização, com cisão parcial da Malha Norte","SÃO PAULO (Reuters) – O Conselho de Administração da Rumo aprovou a avaliação de uma potencial prosposta de reorganização societária, que inclui a cisão parcial da Malha Norte. Se considerada, a proposta ainda deverá ser submetida à aprovação dos acionistas das duas empresas, acrescentou a empresa em fato relevante divulgado nesta quinta-feira. Segundo a Rumo, […]",20/04/2023 21:53
negocios,CMN reformula regras de operações de derivativos de créditos por instituições financeiras,"O Conselho Monetário Nacional (CMN) decidiu, em reunião ordinária nesta quinta-feira, 20, reformular as regras que disciplinam a realização de operações de derivativos de crédito por instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central. Segundo o BC, a mudança busca adaptar a regulamentação brasileira às inúmeras transformações pelas quais passou esse mercado […]",20/04/2023 21:45
negocios,CMN altera regras de sistema de pagamentos que permite trocas em moedas locais no Mercosul,"O Conselho Monetário Nacional (CMN) promoveu, em reunião ordinária nesta quinta-feira, 20, mudanças no Sistema de Pagamentos em Moeda Local (SML), que permite que transações entre empresas e pessoas do Mercosul (Brasil, Argentina, Paraguai e Uruguai) aconteçam nas respectivas moedas locais. Segundo o Banco Central, as alterações simplificam e uniformizam procedimentos do sistema e ampliam […]",20/04/2023 21:38
negocios,BHP vê demanda da China com otimismo; produção trimestral de minério de ferro cai,"Por Sameer Manekar (Reuters) – A mineradora global BHP Group Ltd disse nesta quinta-feira que está otimista sobre a demanda de seu principal consumidor, a China, e reafirmou sua perspectiva positiva para a demanda por commodities, mesmo com a empresa relatando uma produção de minério de ferro quase estável da Austrália Ocidental no terceiro trimestre. […]",20/04/2023 21:29
negocios,"Consultoria pede falência da Tok&Stok por dívida de R$ 3,8 milhões; empresa contesta valor","A consultoria de tecnologia Domus Aurea, com sede em Barueri (SP), pediu a falência da Tok&Stok em um tribunal de São Paulo. A alegação é que a varejista tem uma dívida de R$ 3,8 milhões, referente a um projeto que foi suspenso. O valor é questionado pela Tok&Stok, de acordo com fontes. O pedido de […]",20/04/2023 21:09
negocios,"Consultoria pede falência da Tok&Stok por dívida de R$ 3,8 milhões; empresa contesta valor","A consultoria de tecnologia Domus Aurea, com sede em Barueri (SP), pediu a falência da Tok&Stok em um tribunal de São Paulo. A alegação é que a varejista tem uma dívida de R$ 3,8 milhões, referente a um projeto que foi suspenso. O valor é questionado pela Tok&Stok, de acordo com fontes. O pedido de […]",20/04/2023 21:09
negocios,Shein diz que pretende manter preços no Brasil e que cumpre legislação,"SÃO PAULO (Reuters) – A empresa de comércio eletrônico Shein disse que pretende manter os níveis de preços praticados no Brasil mesmo com o início de uma produção local, já que visa compensar maiores custos de fabricação com economias em logística, disse o presidente do conselho da empresa para a América Latina, Marcelo Claure, em […]",20/04/2023 21:07
negocios,Nubank cita ‘publicidade negativa’ e ‘especulações’ sobre asset da fintech em janeiro,"Ao tratar de riscos reputacionais relacionados a seu negócio, o Nubank afirma que a área de gestão de recursos da fintech foi alvo de “publicidade negativa” e “especulações” em janeiro deste ano. Embora a fintech não dê maiores detalhes, é possível inferir que essas especulações estão relacionadas à recuperação judicial da Americanas. Em janeiro, cotistas […]",20/04/2023 21:03
negocios,Shein estabelece parceria com empresas de tecidos de Minas Gerais,"SÃO PAULO (Reuters) – A Shein estabeleceu uma parceria com a empresa brasileira de tecidos Coteminas e sua coligada Santanense, ambas de Minas Gerais, mostrou fato relevante da controladora das duas, Springs Global, nesta quinta-feira, na esteira do anúncio de investimentos milionários no Brasil nos próximos anos. Segundo o documento, o “memorando de entendimentos” assinado […]",20/04/2023 20:33
negocios,"Nubank: David Vélez recebeu remuneração de US$ 350,5 mil em 2022","No ano passado, o CEO e cofundador do Nubank, David Vélez, recebeu remuneração de R$ 350,5 mil (o equivalente a cerca de R$ 1,8 milhão) por seu trabalho na fintech, de acordo com o formulário 20F divulgado pela empresa na SEC, a CVM americana, nesta quinta-feira, 20. Não houve o pagamento de outros valores adicionais […]",20/04/2023 20:16
negocios,"Mercado Livre vai contratar 5,7 mil profissionais em 2023","O Mercado Livre anunciou a ampliação do seu quadro de colaboradores no Brasil. Ao todo, mais de 5.700 profissionais serão integrados a diferentes equipes ao longo do ano no modelo híbrido. As áreas de Tecnologia e Produto devem absorver a maioria das vagas, que contemplam diversas posições e localidades. Ao final de 2023, o quadro […]",20/04/2023 20:11
negocios,Justiça indefere pedidos de credores para suspensão de liminar concedida à Light,"O desembargador José Carlos Paes, da 12ª Câmara de Direito Privado do Tribunal de Justiça do Estado do Rio de Janeiro (TJRJ), decidiu negar três pedidos para suspender a decisão que deu à Light o direito de adiar o pagamento de dívidas. Em relação ao pedido feito por um grupo de três grandes gestoras – […]",20/04/2023 19:56
negocios,Enauta bate recorde de produção diária de 32 mil barris de óleo equivalente,"Por Marta Nogueira e Alberto Alerigi RIO DE JANEIRO (Reuters) – A petroleira brasileira Enauta registrou na véspera um recorde de produção diária de 32 mil barris de óleo equivalente em seus ativos, diante de avanços operacionais disse à Reuters nesta quinta-feira o presidente da companhia, Décio Oddone. O volume, que superou o recorde diário […]",20/04/2023 19:31
negocios,Preços do petróleo caem 2% com temores de recessão e alta de estoques de gasolina nos EUA,"Por Laila Kearney NOVA YORK (Reuters) – Os preços do petróleo caíram nesta quinta-feira cerca de 2 dólares o barril para seu nível mais baixo desde o final de março, pressionados por temores de que uma possível recessão possa prejudicar a demanda por combustível e após um aumento nos estoques de gasolina nos EUA. O […]",20/04/2023 19:31
negocios,"Governo simplifica sistema de pagamentos em moeda local com Argentina, Paraguai e Uruguai","SÃO PAULO (Reuters) – Por Fabrício de Castro SÃO PAULO, 20 Abr (Reuters) – O Banco Central informou nesta quinta-feira que o Conselho Monetário Nacional (CMN) aprovou resolução que simplifica e uniformiza procedimentos do Sistema de Pagamentos em Moeda Local (SML), que reúne Brasil, Argentina, Paraguai e Uruguai. Esse sistema permite que transações entre empresas […]",20/04/2023 19:26
negocios,Wall St cai após resultado trimestral da Tesla e outros balanços decepcionantes,"Por Lewis Krauskopf e Sruthi Shankar e Ankika Biswas (Reuters) – Os principais índices de ações dos Estados Unidos fecharam em queda nesta quinta-feira, após relatórios trimestrais decepcionantes de empresas como Tesla e AT&T, enquanto investidores buscavam clareza sobre a trajetória da taxa de juros. As ações da Tesla caíram 9,7% depois que a fabricante […]",20/04/2023 18:38
negocios,Shein anuncia investimento de R$750 mi prevendo geração de 100 mil novos empregos,"A marca de fast fashion Shein anunciou nesta quinta-feira (20) o investimento de R$750 milhões no Brasil nos próximos três anos para aumentar a competitividade de fabricantes têxteis brasileiras, por meio de tecnologias e treinamento. Segundo a empresa, o objetivo é que as fábricas possam modernizar seus modelos de produção. A parceria com cerca de […]",20/04/2023 18:34
